id,prompt,image_path,image_reward,clip,hps
20,"A hidden waterfall in an enchanted forest, ethereal glow, watercolor style, peaceful",outputs/20.png,0.4810234606266022,35.10604476928711,0.279541015625
21,"Portrait of a wise old wizard with a crown of stars, hyperrealistic, intricate details",outputs/21.png,1.7382750511169434,31.210826873779297,0.284423828125
22,"A tranquil Japanese garden during a solar eclipse, cherry blossoms, dramatic clouds, atmospheric",outputs/22.png,-1.4687074422836304,26.925457000732422,0.276611328125
23,"Cyberpunk city street with flying vehicles, Blade Runner aesthetic, unreal engine 5, by H.R. Giger",outputs/23.png,-0.14724837243556976,28.925504684448242,0.289794921875
24,"An ancient, moss-covered library on a floating island, fantasy, matte painting, sense of scale",outputs/24.png,0.61662358045578,32.6502799987793,0.281005859375
25,"A majestic lion in a vast, snowy mountain landscape, hyperrealistic, dramatic lighting",outputs/25.png,1.7465523481369019,26.092914581298828,0.30029296875
26,"Underwater city of Atlantis during a storm, bioluminescent creatures, epic scale, by James Gurney",outputs/26.png,-0.36891528964042664,27.096111297607422,0.2376708984375
27,"A giant, gentle robot walking through a field of glowing flowers, emotional, concept art",outputs/27.png,0.10487377643585205,36.388126373291016,0.275390625
28,"A pirate ship battling a kraken on a stormy sea, cinematic lighting, detailed illustration",outputs/28.png,0.6945160627365112,27.114667892456055,0.268798828125
29,"A futuristic astronaut discovering an alien artifact on a desert planet, sci-fi, photorealistic",outputs/29.png,1.034376859664917,25.695341110229492,0.20849609375
30,"A cozy, cluttered artist's studio with a view of a floating island, warm morning light, impressionistic style",outputs/30.png,-0.23787043988704681,35.609405517578125,0.2646484375
31,"A mechanical dragon perched atop a gothic cathedral, intricate cogs and brass, steampunk, atmospheric",outputs/31.png,-0.14354093372821808,36.1522216796875,0.260009765625
32,"A lone wanderer looking at a crystal palace in the clouds, sense of scale, fantasy, by Caspar David Friedrich",outputs/32.png,0.4865747392177582,29.582124710083008,0.220458984375
33,"A knight in shining armor battling a fire-breathing dragon, epic, detailed illustration, by Greg Rutkowski",outputs/33.png,0.6093416810035706,26.824687957763672,0.25341796875
34,"A serene alien landscape under a starry sky with three moons, tranquil, sci-fi, matte painting",outputs/34.png,0.22015325725078583,27.457887649536133,0.2066650390625
35,"A sorceress in a white dress in a dark, haunted forest, ethereal glow, gothic, fantasy",outputs/35.png,1.3462761640548706,30.519121170043945,0.2418212890625
36,"Cyberpunk alleyway with noodle stands and neon signs, Blade Runner aesthetic, cinematic, octane render",outputs/36.png,1.2774778604507446,28.694194793701172,0.30615234375
37,"A spaceship fleet preparing for battle in front of a black hole, deep space, epic scale, 4K",outputs/37.png,-0.12033969163894653,23.307170867919922,0.2100830078125
38,"A hidden waterfall that flows upwards into the sky, surrealism, fantasy, detailed illustration",outputs/38.png,1.5258896350860596,31.458585739135742,0.2880859375
39,"Portrait of a steampunk inventor covered in grease and cogs, photorealistic, intricate details",outputs/39.png,0.9165343046188354,28.815174102783203,0.29638671875
40,"A tranquil Japanese garden with a red bridge, but in a post-apocalyptic, overgrown setting, concept art",outputs/40.png,1.3721380233764648,29.18478012084961,0.26708984375
41,"A giant, ancient turtle with a city on its back, fantasy, epic scale, by James Gurney",outputs/41.png,1.845142126083374,33.74176788330078,0.29931640625
42,"A lone astronaut sitting on the edge of a crater on Mars, watching a blue sunset, sci-fi, atmospheric",outputs/42.png,-2.2253293991088867,25.69265365600586,0.149169921875
43,"A bustling medieval city from an aerial view, detailed illustration, sense of scale",outputs/43.png,0.7670722603797913,28.21385955810547,0.26806640625
44,"An underwater cave filled with glowing crystals and ancient ruins, bioluminescent, fantasy",outputs/44.png,-0.2847367227077484,29.925840377807617,0.25341796875
45,"A majestic phoenix rising from ashes, fire and embers, hyperrealistic, trending on ArtStation",outputs/45.png,0.9825853705406189,30.622678756713867,0.233642578125
46,"A secret agent escaping on a motorcycle through a crowded Moroccan market, cinematic action shot",outputs/46.png,0.10746630281209946,30.214696884155273,0.258544921875
47,"A floating island with a single, ancient tree whose leaves are made of gold, fantasy, matte painting",outputs/47.png,0.025704551488161087,34.371246337890625,0.238037109375
48,"A dark fantasy knight with glowing red eyes, standing in a field of skulls, gothic, by Zdzislaw Beksinski",outputs/48.png,0.38257187604904175,32.464412689208984,0.2401123046875
49,"A beautiful elven city built into the side of a mountain, fantasy, epic scale, detailed illustration",outputs/49.png,0.8436008095741272,28.834754943847656,0.26953125
50,"A robot samurai dueling in a bamboo forest, sci-fi, cinematic lighting, detailed",outputs/50.png,0.9078885316848755,34.7184944152832,0.30615234375
51,"An Art Nouveau portrait of a forest spirit, intricate filigree details, elegant, by Alphonse Mucha",outputs/51.png,-1.1029945611953735,28.849544525146484,0.2152099609375
52,"Brutalist architecture on a desolate alien planet, stark shadows, monolithic, sci-fi concept art",outputs/52.png,0.01534031331539154,30.4017333984375,0.1756591796875
53,"A high-speed chase between two futuristic hovercrafts through a dense jungle, dynamic motion blur, cinematic",outputs/53.png,1.2876157760620117,32.40260314941406,0.2493896484375
54,"Pixel art of a cozy campfire scene in a snowy forest, 16-bit, retro gaming aesthetic, warm glow",outputs/54.png,0.6766178011894226,34.26384353637695,0.215576171875
55,"Ukiyo-e style depiction of a samurai facing a mythical Oni demon, traditional Japanese woodblock print, by Hokusai",outputs/55.png,-1.074068546295166,27.819881439208984,0.212158203125
56,"A colossal statue half-buried in a sand dune, desert landscape, sense of forgotten history, style of Syd Mead",outputs/56.png,-2.247615337371826,30.570480346679688,0.2125244140625
57,"A bioluminescent mushroom forest at night, glowing spores, fantasy, ethereal, trending on ArtStation",outputs/57.png,0.9487387537956238,27.41457748413086,0.269775390625
58,"A 1920s New Orleans jazz club, smoky atmosphere, vibrant, realistic, characters in period clothing",outputs/58.png,0.5882011651992798,27.368677139282227,0.2607421875
59,"A feeling of loneliness, depicted as a single lighthouse against a stormy sea, atmospheric, oil painting",outputs/59.png,0.7371780276298523,31.419313430786133,0.26708984375
60,"A detailed cross-section of a futuristic city, showing layers of traffic and architecture, technical illustration",outputs/60.png,-0.6380535364151001,25.435579299926758,0.1986083984375
61,"A glass-blown sculpture of a dragon, translucent, intricate details, studio lighting, photorealistic",outputs/61.png,0.8776260614395142,33.557228088378906,0.2958984375
62,"A minimalist black and white photograph of a single, twisted tree in a field of fog, high contrast",outputs/62.png,1.352478265762329,29.645252227783203,0.29345703125
63,"A battle between a giant robot and a kaiju in a burning city, epic scale, cinematic, style of Pacific Rim",outputs/63.png,1.6435054540634155,28.75434684753418,0.3203125
64,"A lush, overgrown greenhouse filled with exotic, glowing plants, fantasy, peaceful, detailed",outputs/64.png,0.2561497092247009,29.15373992919922,0.302734375
65,"A surrealist painting of a clock melting over a floating island, style of Salvador Dali",outputs/65.png,1.1943058967590332,33.441165924072266,0.2271728515625
66,"A Viking longship sailing through a fjord, dramatic mountains, atmospheric, matte painting",outputs/66.png,0.8405293822288513,34.403099060058594,0.294921875
67,"An elegant ballroom scene in a vampire's castle, gothic architecture, characters in Victorian dress, cinematic lighting",outputs/67.png,-0.7290440797805786,30.484312057495117,0.1636962890625
68,"A close-up portrait of a tribal warrior with intricate face paint, hyperrealistic, powerful expression",outputs/68.png,1.1121795177459717,32.032318115234375,0.28857421875
69,"A city made of crystal and light, built by an advanced civilization, sci-fi, fantasy, glowing",outputs/69.png,1.2763556241989136,32.181610107421875,0.288330078125
70,"A lone cyberpunk detective standing in the rain, looking at a holographic advertisement, noir aesthetic",outputs/70.png,1.5112977027893066,27.768234252929688,0.265625
71,"An abstract explosion of color and shapes, representing a burst of creativity, digital art, vibrant",outputs/71.png,0.14577148854732513,24.968265533447266,0.242919921875
72,"A peaceful scene of a monk meditating in a temple high in the Himalayas, serene, atmospheric",outputs/72.png,1.758539080619812,30.64225959777832,0.24462890625
73,"A steampunk inventor's workshop, cluttered with strange gadgets and blueprints, warm, detailed illustration",outputs/73.png,0.4228898584842682,35.391910552978516,0.2763671875
74,"A photorealistic image of an astronaut planting a flag on a planet with a purple sky, sci-fi",outputs/74.png,0.3785763382911682,30.203289031982422,0.203369140625
75,"A whimsical watercolor painting of animals having a tea party in a forest, children's book illustration style",outputs/75.png,1.51027512550354,35.150794982910156,0.25830078125
76,"A massive, ancient library where the bookshelves stretch into the sky, sense of infinite knowledge, fantasy",outputs/76.png,0.8646370768547058,28.594249725341797,0.306640625
77,"A dynamic action shot of a superhero landing in a city street, causing the ground to crack, comic book style",outputs/77.png,1.5923326015472412,29.017765045166016,0.31640625
78,"A tranquil scene of rice paddies in Vietnam at sunrise, god rays, atmospheric, photorealistic",outputs/78.png,1.429902195930481,31.125614166259766,0.3017578125
79,"A dark fantasy landscape with twisted trees and a blood-red moon, horror, style of Dark Souls",outputs/79.png,1.62881338596344,31.053075790405273,0.306396484375
80,"A beautiful portrait of a woman made entirely of flowers and leaves, surreal, intricate, art nouveau",outputs/80.png,1.9535107612609863,30.992862701416016,0.342041015625
81,"A futuristic racing circuit in the clouds, sleek vehicles, high speed, concept art, style of F-Zero",outputs/81.png,1.4432348012924194,35.33935546875,0.2347412109375
82,"A medieval alchemist's laboratory, glowing potions, mysterious symbols, detailed, fantasy",outputs/82.png,0.5139679312705994,34.035770416259766,0.246337890625
83,"A giant, friendly creature made of moss and stone, helping a small child, emotional, concept art",outputs/83.png,0.35125261545181274,34.14435577392578,0.255126953125
84,"A noir detective office, 1940s style, light streaming through blinds, high contrast, black and white",outputs/84.png,-0.28955399990081787,26.477474212646484,0.244384765625
85,"An epic fantasy battle with thousands of soldiers, aerial view, sense of scale, detailed illustration",outputs/85.png,1.329916000366211,34.26374053955078,0.26220703125
86,"A serene underwater scene with a coral reef and colorful fish, photorealistic, vibrant",outputs/86.png,0.4120991826057434,30.910755157470703,0.3125
87,"A portrait of a king and queen from a lost civilization, wearing intricate golden armor, fantasy",outputs/87.png,-0.5906291007995605,32.185123443603516,0.2462158203125
88,"A post-apocalyptic survivor scavenging in a ruined supermarket, atmospheric, style of The Last of Us",outputs/88.png,-0.8535853028297424,27.326702117919922,0.283447265625
89,"A beautiful landscape painting of the English countryside, style of Thomas Kinkade, peaceful, warm light",outputs/89.png,0.6722121238708496,28.048664093017578,0.30322265625
90,"A spaceship graveyard in deep space, derelict ships, eerie, sci-fi, concept art",outputs/90.png,-0.1789218783378601,28.589847564697266,0.23876953125
91,"A close-up of a dragon's eye, reflecting a fiery landscape, hyperrealistic, detailed",outputs/91.png,-1.2529245615005493,34.43339920043945,0.2135009765625
92,"A city street scene in 1950s New York, classic cars, characters in period dress, photorealistic",outputs/92.png,-0.4294434189796448,30.54094696044922,0.2236328125
93,"A magical portal opening in the middle of a forest, glowing with cosmic energy, fantasy",outputs/93.png,1.4866926670074463,26.210922241210938,0.27001953125
94,"A warrior princess riding a giant wolf, dynamic pose, fantasy, detailed illustration, by Greg Rutkowski",outputs/94.png,0.12528996169567108,34.17091369628906,0.256591796875
95,"A floating market in a futuristic city, boats and stalls hovering over canals, vibrant, detailed",outputs/95.png,0.6680431365966797,29.800113677978516,0.3115234375
96,"A surreal landscape where the ground is a chessboard, fantasy, minimalist",outputs/96.png,0.17527104914188385,30.350976943969727,0.216552734375
97,"An ancient tree with a door carved into its trunk, glowing from within, enchanted, fantasy",outputs/97.png,0.32540667057037354,28.32285499572754,0.28369140625
98,"A high-fashion model with futuristic clothing and makeup, studio portrait, photorealistic",outputs/98.png,-1.1009204387664795,26.480674743652344,0.234619140625
99,"A scene of celebration in a medieval village, festivals, dancing, vibrant, detailed illustration",outputs/99.png,1.3204323053359985,34.10145950317383,0.310791015625
100,"A lone gunslinger in a duel at high noon in the wild west, cinematic, dramatic tension",outputs/100.png,-0.10893350839614868,26.103120803833008,0.2484130859375
101,"A forgotten Art Deco city discovered deep in the Amazon jungle, overgrown with vines, fantasy concept art",outputs/101.png,-0.3124576807022095,29.362503051757812,0.2822265625
102,"A photorealistic portrait of a grizzled old sea captain with a pipe, detailed wrinkles, nautical background",outputs/102.png,-0.7782678008079529,30.947696685791016,0.2216796875
103,"A high-tech stealth bomber flying over a futuristic city at night, sci-fi, style of Syd Mead",outputs/103.png,1.6260533332824707,31.909597396850586,0.267578125
104,"A serene painting of a Japanese Zen garden with raked sand and bonsai trees, Ukiyo-e style",outputs/104.png,-1.2535834312438965,30.68399429321289,0.1876220703125
105,"A battle-worn knight with a glowing sword, standing in a dark, misty forest, fantasy, atmospheric",outputs/105.png,-0.09347978234291077,25.387144088745117,0.26171875
106,"A bustling cyberpunk market filled with androids and exotic alien goods, neon lighting, detailed",outputs/106.png,0.20471125841140747,26.574199676513672,0.298583984375
107,"A minimalist architectural photo of a brutalist concrete building, high contrast, black and white",outputs/107.png,-0.40285301208496094,29.350439071655273,0.27392578125
108,"A surrealist image of a grand piano made of melting ice, in a desert, style of Salvador Dali",outputs/108.png,0.32474666833877563,31.975784301757812,0.231689453125
109,"A cozy hobbit-hole with a round door, warm light spilling out, fantasy, detailed illustration",outputs/109.png,1.573510766029358,32.79254150390625,0.319580078125
110,"An astronaut discovering a vast, glowing crystal cave on a distant moon, sci-fi, sense of wonder",outputs/110.png,-0.6261910200119019,25.670808792114258,0.1959228515625
111,"A warrior queen on a throne made of dragon bones, powerful, fantasy, by Greg Rutkowski",outputs/111.png,-0.1167338639497757,26.673603057861328,0.2476806640625
112,"A 1930s noir detective inspecting a clue in a dimly lit alley, rain-slicked streets, cinematic",outputs/112.png,1.3573945760726929,27.634788513183594,0.260498046875
113,"A beautiful elven queen with intricate silver filigree in her hair, Art Nouveau, by Alphonse Mucha",outputs/113.png,1.734813928604126,31.63536262512207,0.2939453125
114,"A colossal ancient robot half-submerged in the ocean, covered in barnacles, post-apocalyptic",outputs/114.png,1.2508381605148315,33.65515899658203,0.2447509765625
115,"A dynamic painting of a cowboy on a galloping horse, wild west, motion blur, style of Frederic Remington",outputs/115.png,1.4434001445770264,27.24456214904785,0.273193359375
116,"A hidden library inside a giant, ancient tree, shelves filled with glowing books, fantasy",outputs/116.png,-1.2671301364898682,25.86500358581543,0.262451171875
117,"A futuristic soldier in powered armor, standing in a war-torn city, sci-fi, concept art",outputs/117.png,1.0887250900268555,32.271812438964844,0.24951171875
118,"A peaceful watercolor of a Venetian canal at sunset, gondolas, warm colors",outputs/118.png,0.918994128704071,30.70053482055664,0.2958984375
119,"A dark sorcerer summoning a demon from a fiery portal, horror, fantasy, detailed illustration",outputs/119.png,0.7837679982185364,28.071229934692383,0.1943359375
120,"A photorealistic image of a classic American muscle car on a desert highway, vintage look",outputs/120.png,1.2006551027297974,32.182403564453125,0.2529296875
121,"A steampunk city with brass airships and clockwork towers, intricate details, fantasy",outputs/121.png,-0.002887049224227667,29.730701446533203,0.277099609375
122,"A tranquil scene of a Buddhist monk meditating before a giant statue of Buddha, atmospheric",outputs/122.png,1.1429128646850586,24.760622024536133,0.273193359375
123,"A high-fashion model on a runway, wearing an avant-garde outfit made of light, futuristic",outputs/123.png,0.11048201471567154,29.021900177001953,0.1962890625
124,"A giant, mythical griffin soaring through dramatic clouds, fantasy, epic scale",outputs/124.png,1.7595354318618774,31.211685180664062,0.264892578125
125,"A pixel art animation of a knight fighting a slime in a dungeon, 8-bit, retro RPG style",outputs/125.png,-1.672991156578064,23.70508575439453,0.1905517578125
126,"A detailed illustration of a medieval castle under siege, catapults, armies, historical",outputs/126.png,0.7456176280975342,32.40666198730469,0.279296875
127,"A lone scientist working in a high-tech laboratory, surrounded by holographic interfaces, sci-fi",outputs/127.png,0.08654436469078064,27.821386337280273,0.2227783203125
128,"A beautiful painting of a field of sunflowers, impressionist style, by Monet",outputs/128.png,0.42196372151374817,32.41240310668945,0.265869140625
129,"A post-apocalyptic scavenger with a cybernetic arm, exploring a ruined city, concept art",outputs/129.png,0.8987669348716736,29.707998275756836,0.2005615234375
130,"A majestic white wolf howling at a full moon in a snowy forest, atmospheric, fantasy",outputs/130.png,-0.24022522568702698,28.431087493896484,0.29833984375
131,"A city in a giant glass dome at the bottom of the ocean, bioluminescent, sci-fi, fantasy",outputs/131.png,-0.8650573492050171,25.44037628173828,0.2025146484375
132,"A portrait of a 1920s flapper girl at a glamorous party, Art Deco style",outputs/132.png,-0.37253302335739136,30.159896850585938,0.181884765625
133,"A massive spaceship entering a wormhole, bending space and time, sci-fi, abstract",outputs/133.png,-1.2948956489562988,26.836894989013672,0.20068359375
134,"A fantasy cartographer drawing a map in a candle-lit study, detailed, warm lighting",outputs/134.png,1.124794602394104,29.118282318115234,0.1971435546875
135,"A photorealistic close-up of a hummingbird in flight, capturing the motion of its wings",outputs/135.png,1.4091591835021973,28.524869918823242,0.25146484375
136,"A dark, gothic cathedral with towering spires and gargoyles, moody, atmospheric",outputs/136.png,-0.15291304886341095,28.08975601196289,0.2352294921875
137,"A group of adventurers traversing a narrow rope bridge over a deep chasm, fantasy, dynamic",outputs/137.png,0.7571698427200317,29.710378646850586,0.294189453125
138,"A sleek, minimalist kitchen in a futuristic apartment, clean lines, sci-fi interior design",outputs/138.png,0.20261886715888977,29.79781723022461,0.2169189453125
139,"A powerful barbarian warrior with a giant axe, standing on a pile of skulls, fantasy, by Frank Frazetta",outputs/139.png,0.6947477459907532,27.86245346069336,0.273193359375
140,A whimsical painting of a town where all the buildings are shaped like musical instruments,outputs/140.png,-0.9681864380836487,27.920011520385742,0.254150390625
141,"A cyberpunk hacker jacked into the matrix, streams of code flowing around them, sci-fi",outputs/141.png,0.0705689936876297,24.143604278564453,0.277587890625
142,"A serene image of a canoe on a perfectly still lake, reflecting the mountains, photorealistic",outputs/142.png,1.7357821464538574,31.006288528442383,0.27099609375
143,"A mad scientist's laboratory, bubbling beakers, electrical arcs, vintage horror style",outputs/143.png,-1.0134611129760742,31.36424446105957,0.2099609375
144,"A beautiful mermaid with iridescent scales, sitting on a rock, fantasy, detailed illustration",outputs/144.png,0.3208456039428711,31.000757217407227,0.25927734375
145,"A Roman legion marching through a forest, historical, detailed armor, cinematic",outputs/145.png,1.482482671737671,32.48289108276367,0.315673828125
146,"A futuristic vertical farm inside a skyscraper, lush greenery, sci-fi, sustainable future",outputs/146.png,0.13651131093502045,29.458288192749023,0.25927734375
147,"A knight kneeling before a king and queen in a grand throne room, medieval, fantasy",outputs/147.png,-1.5488392114639282,28.48365592956543,0.2027587890625
148,"A surreal landscape where the sky is filled with floating whales, fantasy, dreamlike",outputs/148.png,-0.8133808970451355,28.993331909179688,0.215087890625
149,"A detailed architectural drawing of a futuristic skyscraper, blueprint style",outputs/149.png,-1.0953723192214966,29.027790069580078,0.19482421875
150,"A warrior fighting a hydra, fantasy, epic battle, style of Greek mythology",outputs/150.png,1.3180607557296753,30.26786994934082,0.260498046875
151,"A photorealistic render of a vintage typewriter, close-up on the keys, nostalgic",outputs/151.png,0.47301599383354187,25.240421295166016,0.2293701171875
152,"A secret agent rappelling down the side of a glass skyscraper at night, action scene",outputs/152.png,0.4665437638759613,32.420204162597656,0.284912109375
153,"A beautiful geisha in a kimono, walking through a bamboo forest, traditional Japanese art",outputs/153.png,1.0669565200805664,31.914945602416992,0.27392578125
154,"A post-apocalyptic city reclaimed by nature, vines covering skyscrapers, concept art",outputs/154.png,1.1607389450073242,27.273597717285156,0.257080078125
155,"A wizard's duel, casting powerful spells of fire and ice, fantasy, dynamic",outputs/155.png,1.4068646430969238,31.90210723876953,0.267578125
156,"A tranquil tropical beach with white sand and turquoise water, photorealistic, paradise",outputs/156.png,0.7047977447509766,25.253456115722656,0.257568359375
157,"A steampunk submarine exploring a deep-sea trench, bioluminescent creatures, Jules Verne style",outputs/157.png,0.8256334662437439,35.312496185302734,0.3017578125
158,"A portrait of a Native American chief in full headdress, powerful, historical, detailed",outputs/158.png,1.432999610900879,28.492170333862305,0.290771484375
159,"A city floating in the sky, held up by giant crystals, fantasy, sci-fi",outputs/159.png,0.3766270875930786,29.650291442871094,0.26953125
160,"A close-up of a bee on a flower, macro photography, detailed, vibrant colors",outputs/160.png,0.8159557580947876,26.441431045532227,0.284912109375
161,"A haunted forest with twisted, grasping trees and glowing eyes in the dark, horror",outputs/161.png,-1.4777374267578125,25.111251831054688,0.2138671875
162,"A grand library with a spiral staircase, filled with endless books, fantasy, academic",outputs/162.png,0.18585970997810364,25.476730346679688,0.28369140625
163,"A samurai warrior in full armor, meditating under a cherry blossom tree, historical, peaceful",outputs/163.png,1.6492103338241577,32.339332580566406,0.286865234375
164,"A futuristic police car in a high-speed chase, sci-fi, Blade Runner aesthetic",outputs/164.png,-0.49433833360671997,27.115097045898438,0.235595703125
165,"A painting of a Dutch windmill in a field of tulips, traditional, vibrant colors",outputs/165.png,1.709954857826233,35.620361328125,0.31396484375
166,"A giant, ancient golem made of stone and vines, awakening in a forest, fantasy",outputs/166.png,-1.6556181907653809,24.018165588378906,0.263671875
167,"A glamorous movie premiere in 1950s Hollywood, classic cars, paparazzi, vintage",outputs/167.png,0.4240857660770416,31.26523780822754,0.2430419921875
168,"A lone astronaut on an alien planet with strange, towering flora, sci-fi, exploration",outputs/168.png,0.6130999326705933,31.210067749023438,0.218505859375
169,"A dark fantasy castle on a cliff, overlooking a stormy sea, gothic, atmospheric",outputs/169.png,1.7502756118774414,32.049827575683594,0.333984375
170,"A detailed illustration of the solar system, planets and orbits, educational, scientific",outputs/170.png,1.4969944953918457,30.853181838989258,0.2880859375
171,"A cyberpunk street food stall, steam, neon signs, detailed characters, sci-fi",outputs/171.png,0.17260247468948364,29.72119140625,0.275146484375
172,"A beautiful fairy with butterfly wings, in an enchanted forest, fantasy, ethereal",outputs/172.png,1.4328900575637817,30.47702407836914,0.26806640625
173,"A gladiator fighting a lion in the Roman Colosseum, historical, action scene",outputs/173.png,1.695422649383545,25.0462589263916,0.259033203125
174,"A surreal image of a staircase leading up into the clouds, dreamlike, minimalist",outputs/174.png,1.7516969442367554,28.893529891967773,0.2822265625
175,"A photorealistic painting of a bowl of fruit, still life, style of the old masters",outputs/175.png,0.5919692516326904,27.955717086791992,0.24951171875
176,"A team of explorers discovering a lost temple in the jungle, adventure, fantasy",outputs/176.png,-0.2265041321516037,28.667131423950195,0.25537109375
177,"A futuristic cityscape at sunrise, sleek towers, hopeful, sci-fi",outputs/177.png,0.5276108384132385,26.76645851135254,0.2305908203125
178,"A powerful sorceress controlling the weather, summoning lightning, fantasy, epic",outputs/178.png,1.8310989141464233,30.510446548461914,0.30126953125
179,"A vintage train traveling through a snowy mountain pass, atmospheric, nostalgic",outputs/179.png,0.8615102767944336,32.06309509277344,0.287109375
180,"A mechanical owl with glowing eyes, steampunk, intricate gears, detailed",outputs/180.png,-0.5828749537467957,33.63731384277344,0.2783203125
181,"A beautiful landscape of the Scottish Highlands, misty mountains, photorealistic",outputs/181.png,-2.071044921875,22.926057815551758,0.2017822265625
182,"A secret meeting of spies in a dimly lit, smoky bar, noir, 1960s Cold War era",outputs/182.png,-0.3245818614959717,28.135404586791992,0.2391357421875
183,"A fantasy blacksmith forging a magical sword, sparks, intense heat, detailed",outputs/183.png,0.4015381336212158,24.769418716430664,0.2342529296875
184,"A city on the back of a giant, flying whale, fantasy, whimsical, detailed illustration",outputs/184.png,0.29303812980651855,33.08495330810547,0.2281494140625
185,"A close-up portrait of a robot with human-like emotions, sci-fi, thought-provoking",outputs/185.png,-0.022835370153188705,27.014530181884766,0.282958984375
186,"A grand masquerade ball in a Venetian palace, elegant masks, historical, detailed",outputs/186.png,-1.7583699226379395,26.166873931884766,0.2440185546875
187,"A post-apocalyptic warrior riding a cybernetic horse, sci-fi, fantasy, concept art",outputs/187.png,0.8610827326774597,30.782878875732422,0.276123046875
188,"A tranquil painting of a cabin by a lake in autumn, reflections, warm colors",outputs/188.png,0.9097954034805298,33.537174224853516,0.276123046875
189,"A battle between angels and demons in the sky, fantasy, epic, religious",outputs/189.png,0.3487357497215271,24.141206741333008,0.216064453125
190,"A futuristic garden with holographic plants and robotic caretakers, sci-fi",outputs/190.png,0.4277993440628052,32.72066879272461,0.276123046875
191,"A pirate captain studying a treasure map in his cabin, detailed, adventurous",outputs/191.png,1.5984841585159302,28.0765438079834,0.30224609375
192,"A beautiful woman's face merging with a galaxy, surreal, cosmic, abstract",outputs/192.png,1.2682647705078125,30.079299926757812,0.300048828125
193,"A medieval village festival, cheerful people, folk music, vibrant, historical",outputs/193.png,0.8812612295150757,30.621749877929688,0.26611328125
194,"A lone wolf looking over a vast, frozen tundra, atmospheric, wildlife photography",outputs/194.png,-0.35408008098602295,27.074504852294922,0.2266845703125
195,"A cyberpunk operating room, surgeons with robotic arms, sci-fi, high-tech",outputs/195.png,0.1670106202363968,31.719661712646484,0.2666015625
196,"A majestic pegasus flying through a rainbow, fantasy, whimsical",outputs/196.png,1.8911634683609009,29.120677947998047,0.318359375
197,"A photorealistic render of a classic vinyl record player, nostalgic, detailed",outputs/197.png,1.5353565216064453,26.72642707824707,0.267578125
